🔭 Listening for ESP32S2 Debug/Info messages on 10.10.5.93 port 4210...

[03:37:37 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:37:42 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:37:47 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:37:52 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:37:57 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:38:02 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:38:07 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:38:12 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:38:17 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:38:22 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:38:27 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:38:32 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[03:38:37 - 192.168.137.91] [DCSBIOS] Aircraft Name:
[04:15:34 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:15:35 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:15:36 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:15:37 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:15:38 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:15:39 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:15:40 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:15:41 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:15:42 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:15:43 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:15:44 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:15:45 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:15:46 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:15:47 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:15:48 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:15:49 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:15:50 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:15:51 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:15:52 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:15:53 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:15:54 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:15:55 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:15:56 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:15:57 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:15:58 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:15:59 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:00 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:01 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:02 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:03 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:04 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:05 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:06 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:07 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:08 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:09 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:10 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:11 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:12 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:13 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:14 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:15 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:16 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:17 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:18 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:19 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:20 - 192.168.137.12] [SET FEATURE] pushed DCSBIOS-HANDSHAKE to ring buffer
[04:16:20 - 192.168.137.12] [SYNC PANELS] 🔁 Mission Started 118061 ms ago
[04:16:20 - 192.168.137.12] Syncronizing Panel state....
[04:16:20 - 192.168.137.12] ✅ RIGHT Annunciator initialized for buttons
[04:16:20 - 192.168.137.12] ✅ LEFT Annunciator initialized for buttons
[04:16:20 - 192.168.137.12] 🛩️ [DCS-USB] SPIN_RECOVERY_SW 0
[04:16:20 - 192.168.137.12] 🛩️ [DCS-USB] IR_COOL_SW 2
[04:16:20 - 192.168.137.12] ✅ Initialized IR Cool Panel
[04:16:20 - 192.168.137.12] [SYNC] Fallback: forced panel re-sync
[04:16:20 - 192.168.137.12] 🛩️ [DCS-USB] HMD_OFF_BRT 65535
[04:16:20 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN_COVER = CLOSED
[04:16:22 - 192.168.137.12] [STATE UPDATE] 🔁 LIGHTS_TEST_SW = TEST
[04:16:23 - 192.168.137.12] [STATE UPDATE] 🔁 LIGHTS_TEST_SW = OFF
[04:16:25 - 192.168.137.12] [STATE UPDATE] 🔁 FIRE_EXT_BTN = ON
[04:16:26 - 192.168.137.12] [STATE UPDATE] 🔁 FIRE_EXT_BTN = OFF
[04:16:26 - 192.168.137.12] 
[04:16:26 - 192.168.137.12] +-------------------- PERFORMANCE SNAPSHOT ----------------------+
[04:16:26 - 192.168.137.12] 🔍  Profiling Averages:
[04:16:26 - 192.168.137.12] ∘ [LED] GPIO      :   0.02 ms
[04:16:26 - 192.168.137.12] ∘ Main Loop       :   0.06 ms
[04:16:26 - 192.168.137.12] +----------------------------------------------------------------+
[04:16:26 - 192.168.137.12] 🕑  System Status:
[04:16:26 - 192.168.137.12] ∘ Poll Load     :   1.4% of 4.00 ms slot
[04:16:26 - 192.168.137.12] ∘ Headroom      : 3.945 ms ( 98.6%)
[04:16:26 - 192.168.137.12] ∘ Scale Cap.    : 72.32x current workload
[04:16:26 - 192.168.137.12] ∘ Uptime        : 12m09s
[04:16:26 - 192.168.137.12] ∘ CPU Frequency : 240 MHz
[04:16:26 - 192.168.137.12] ∘ Last Reset    : Power-on
[04:16:26 - 192.168.137.12] +----------------------------------------------------------------+
[04:16:26 - 192.168.137.12] 💾  Memory Fragmentation:
[04:16:26 - 192.168.137.12] ∘ Internal SRAM : free     70 KB, largest     47 KB, frag  31.8%
[04:16:26 - 192.168.137.12] ∘ PSRAM Pool    : free   2027 KB, largest   2015 KB, frag   0.6%
[04:16:26 - 192.168.137.12] +----------------------------------------------------------------+
[04:16:26 - 192.168.137.12] 📡  USB-CDC Buffer Health:
[04:16:26 - 192.168.137.12] ∘ TX Free Slots :      0 bytes
[04:16:26 - 192.168.137.12] ∘ RX Pending    :      0 bytes
[04:16:26 - 192.168.137.12] +----------------------------------------------------------------+
[04:16:27 - 192.168.137.12] 🔁  Ring Buffer Health:
[04:16:27 - 192.168.137.12] ∘ Serial Debug     : avg   0.0 bytes, max 0 bytes, pending  0, max  0, overruns 0
[04:16:27 - 192.168.137.12] ∘ UDP Send Debug   : avg  42.6 bytes, max 63 bytes, pending  7, max 16, overruns 0
[04:16:27 - 192.168.137.12] ∘ UDP Receive DCS  : avg  64.0 bytes, max 64 bytes, pending  0, max  5, overruns 0
[04:16:27 - 192.168.137.12] ∘ USB Send DCS  : avg  24.3 bytes, max 64 bytes, pending  0, max  2, overruns 0
[04:16:27 - 192.168.137.12] +----------------------------------------------------------------+
[04:16:30 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:31 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:32 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:33 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:34 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:35 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:36 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:37 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:38 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:39 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:40 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:41 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:42 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:43 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:44 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:45 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:46 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:47 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:48 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:49 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:50 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:51 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:52 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:53 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:54 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:55 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:56 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:57 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:58 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:16:59 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:00 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:01 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:02 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:03 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:04 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:05 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:06 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:07 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:08 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:09 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:10 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:11 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:12 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:13 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:14 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:15 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:16 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:17 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:18 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:19 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:20 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:21 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:22 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:23 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:24 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:25 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:26 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:26 - 192.168.137.12] 
[04:17:26 - 192.168.137.12] +-------------------- PERFORMANCE SNAPSHOT ----------------------+
[04:17:26 - 192.168.137.12] 🔍  Profiling Averages:
[04:17:26 - 192.168.137.12] ∘ Main Loop       :   0.06 ms
[04:17:26 - 192.168.137.12] +----------------------------------------------------------------+
[04:17:27 - 192.168.137.12] 🕑  System Status:
[04:17:27 - 192.168.137.12] ∘ Poll Load     :   1.4% of 4.00 ms slot
[04:17:27 - 192.168.137.12] ∘ Headroom      : 3.945 ms ( 98.6%)
[04:17:27 - 192.168.137.12] ∘ Scale Cap.    : 72.57x current workload
[04:17:27 - 192.168.137.12] ∘ Uptime        : 13m09s
[04:17:27 - 192.168.137.12] ∘ CPU Frequency : 240 MHz
[04:17:27 - 192.168.137.12] ∘ Last Reset    : Power-on
[04:17:27 - 192.168.137.12] +----------------------------------------------------------------+
[04:17:27 - 192.168.137.12] 💾  Memory Fragmentation:
[04:17:27 - 192.168.137.12] ∘ Internal SRAM : free     70 KB, largest     47 KB, frag  31.8%
[04:17:27 - 192.168.137.12] ∘ PSRAM Pool    : free   2027 KB, largest   2015 KB, frag   0.6%
[04:17:27 - 192.168.137.12] +----------------------------------------------------------------+
[04:17:27 - 192.168.137.12] 📡  USB-CDC Buffer Health:
[04:17:27 - 192.168.137.12] ∘ TX Free Slots :      0 bytes
[04:17:27 - 192.168.137.12] ∘ RX Pending    :      0 bytes
[04:17:27 - 192.168.137.12] +----------------------------------------------------------------+
[04:17:27 - 192.168.137.12] 🔁  Ring Buffer Health:
[04:17:27 - 192.168.137.12] ∘ Serial Debug     : avg   0.0 bytes, max 0 bytes, pending  0, max  0, overruns 0
[04:17:27 - 192.168.137.12] ∘ UDP Send Debug   : avg  43.2 bytes, max 63 bytes, pending  7, max 16, overruns 0
[04:17:27 - 192.168.137.12] ∘ UDP Receive DCS  : avg  64.0 bytes, max 64 bytes, pending  0, max  5, overruns 0
[04:17:27 - 192.168.137.12] ∘ USB Send DCS  : avg  24.3 bytes, max 64 bytes, pending  0, max  2, overruns 0
[04:17:27 - 192.168.137.12] +----------------------------------------------------------------+
[04:17:27 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:28 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:29 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:30 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:31 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:32 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:33 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:34 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:35 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:36 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:37 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:38 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:39 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:40 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:41 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:42 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:43 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:44 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:45 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:46 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:47 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:48 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:49 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:50 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:51 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:52 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:53 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:54 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:55 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:56 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:57 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:58 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:17:59 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:18:00 - 192.168.137.12] [SET FEATURE] pushed DCSBIOS-HANDSHAKE to ring buffer
[04:18:00 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN = ON
[04:18:00 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN_COVER = OPEN
[04:18:00 - 192.168.137.12] [SYNC PANELS] 🔁 Mission Started 218126 ms ago
[04:18:00 - 192.168.137.12] Syncronizing Panel state....
[04:18:00 - 192.168.137.12] ✅ RIGHT Annunciator initialized for buttons
[04:18:00 - 192.168.137.12] ✅ LEFT Annunciator initialized for buttons
[04:18:00 - 192.168.137.12] 🛩️ [DCS-USB] SPIN_RECOVERY_SW 0
[04:18:00 - 192.168.137.12] 🛩️ [DCS-USB] IR_COOL_SW 2
[04:18:00 - 192.168.137.12] ✅ Initialized IR Cool Panel
[04:18:00 - 192.168.137.12] [SYNC] Fallback: forced panel re-sync
[04:18:00 - 192.168.137.12] 🛩️ [DCS-USB] HMD_OFF_BRT 65535
[04:18:01 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN = OFF
[04:18:02 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN_COVER = CLOSED
[04:18:02 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN_COVER = OPEN
[04:18:03 - 192.168.137.12] [STATE UPDATE] 🔁 LEFT_FIRE_BTN_COVER = CLOSED
[04:18:03 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN_COVER = CLOSED
[04:18:04 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN_COVER = OPEN
[04:18:04 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN = ON
[04:18:05 - 192.168.137.12] [STATE UPDATE] 🔁 RIGHT_FIRE_BTN = OFF
[04:18:07 - 192.168.137.12] [STATE UPDATE] 🔁 LEFT_FIRE_BTN_COVER = OPEN
[04:18:07 - 192.168.137.12] [STATE UPDATE] 🔁 LEFT_FIRE_BTN = ON
[04:18:08 - 192.168.137.12] [STATE UPDATE] 🔁 LEFT_FIRE_BTN = OFF
[04:18:09 - 192.168.137.12] [STATE UPDATE] 🔁 LEFT_FIRE_BTN = ON
[04:18:10 - 192.168.137.12] [STATE UPDATE] 🔁 LEFT_FIRE_BTN = OFF
[04:18:10 - 192.168.137.12] [STATE UPDATE] 🔁 LEFT_FIRE_BTN_COVER = CLOSED
[04:18:11 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:18:12 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:18:13 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:18:14 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:18:15 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:18:16 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:18:17 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:18:18 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:18:19 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:18:20 - 192.168.137.12] [SET FEATURE] pushed DCSBIOS-HANDSHAKE to ring buffer
[04:18:20 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:18:21 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:18:22 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:18:23 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:18:24 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:18:25 - 192.168.137.12] [MISSION PAUSED] Mission is running but DCSBIOS stream is NOT active (navigating menus or disconnected)
[04:18:26 - 192.168.137.12] 
[04:18:26 - 192.168.137.12] +-------------------- PERFORMANCE SNAPSHOT ----------------------+
[04:18:26 - 192.168.137.12] 🔍  Profiling Averages:
